Keyword,Volume,KD,CPC,Macro Category,Category,Product Type,Topic,User Intent,Intent,Is Brand,Content Type,Funnel,Est. Traffic,Est. Value,oofos.com: Position,kanefootwear.com: Position,hoka.com: Position,kurufootwear.com: Position,aetrex.com: Position,orthofeet.com: Position,velousfootwear.com: Position,reef.com: Position,olukai.com: Position
slip on tennis shoes,3900,7,0.43,Apparel,Footwear,Tennis Shoe,Tennis Shoe,Find slip-on tennis shoes,Transactional,FALSE,Product Page,Conversion,1123,482.89,47,79,,,,,,,
red sandals,3900,0,0.22,Apparel,Footwear,Sandal,Sandal,Find red sandals,Transactional,FALSE,Product Page,Conversion,1123,247.06,64,,,,,,,43,69
croc tennis shoes,3900,0,0.21,Apparel,Footwear,Tennis Shoe,Tennis Shoe,Find Croc tennis shoes,Transactional,TRUE,Product Page,Conversion,1572,330.12,56,65,,,,,,,81
women's slides,3900,5,0.38,Apparel,Footwear,Slide,Slide,Find women's slides,Transactional,FALSE,Product Page,Conversion,1123,426.74,44,,52,,,,,5,11
diabetic shoes for women,3900,2,0.33,Healthcare,Medical Footwear,Diabetic Shoe,Diabetic Shoe,Find diabetic shoes for women,Transactional,FALSE,Product Page,Conversion,1123,370.59000000000003,36,,79,38,,8,,,
nurses shoes,3900,11,0.8,Apparel,Footwear,Occupational Shoe,Nurse Shoe,Find nurse shoes,Transactional,FALSE,Product Page,Conversion,1123,898.4000000000001,47,58,9,32,,22,,,
sandals near me,3900,36,0.23,Apparel,Footwear,Sandal,Sandal,Find stores selling sandals,Navigational,FALSE,Homepage,Retention,1248,287.04,17,,,,,,,16,29
slip resistant shoes for women,3800,4,0.42,Apparel,Footwear,Occupational Shoe,Slip Resistant Shoe,Find slip resistant shoes for women,Transactional,FALSE,Product Page,Conversion,1094,459.47999999999996,62,,,38,,28,,94,
crocs mens,3800,0,0.26,Apparel,Footwear,Casual Footwear,Croc,Find men's Crocs,Transactional,TRUE,Product Page,Conversion,1532,398.32,71,,96,,,,,,
on womens shoes,3800,0,0.36,Apparel,Footwear,Running Shoe,Running Shoe,Find On women's shoes,Transactional,TRUE,Product Page,Conversion,1532,551.52,66,,85,,,,,,53
crocs sneakers,3800,3,0.24,Apparel,Footwear,Sneaker,Sneaker,Find Crocs sneakers,Transactional,TRUE,Product Page,Conversion,1532,367.68,59,79,,,,,,,
recovery shoes,3700,6,0.79,Healthcare,Medical Footwear,Recovery Shoe,Recovery Shoe,Find recovery shoes,Commercial,FALSE,Blog Post,Consideration,1184,935.36,4,8,17,42,,60,80,,
black slip on shoes,3700,0,0.42,Apparel,Footwear,Slip-on Shoe,Slip On Shoe,Find black slip-on shoes,Transactional,FALSE,Product Page,Conversion,1066,447.71999999999997,52,,,,,,,,11
diabetic shoes for men,3700,2,0.5,Healthcare,Medical Footwear,Diabetic Shoe,Diabetic Shoe,Find diabetic shoes for men,Transactional,FALSE,Product Page,Conversion,1066,533,43,,36,23,,1,,,
one cloud shoes,3700,5,0.27,Apparel,Footwear,Running Shoe,Running Shoe,Find On Cloud shoes,Transactional,TRUE,Product Page,Conversion,1492,402.84000000000003,66,,77,,,,,,
nike healthcare shoes,3600,2,0.45,Healthcare,Medical Footwear,Healthcare Shoe,Healthcare Shoe,Find Nike healthcare shoes,Transactional,TRUE,Product Page,Conversion,1452,653.4,59,,79,,,,,,
dsw black friday,3500,0,0.08,Retail,Sales Event,Black Friday Deal,Black Friday,Find DSW Black Friday sales,Commercial,TRUE,Blog Post,Consideration,1568,125.44,67,,56,,,,,,
oofos for women,3500,2,0.31,Healthcare,Medical Footwear,Recovery Shoe,Recovery Shoe,Find Oofos for women,Transactional,TRUE,Product Page,Conversion,1411,437.41,1,,,,,,,,88
fit flops,3500,0,0.42,Apparel,Footwear,Sandal,Sandal,Find FitFlops,Transactional,TRUE,Product Page,Conversion,1411,592.62,30,,,,,,,53,45
clogs women,3400,7,0.4,Apparel,Footwear,Clog,Clog,Find women's clogs,Transactional,FALSE,Product Page,Conversion,979,391.6,27,,,,107,,,25,
mens camo crocs,3400,0,0.41,Apparel,Footwear,Casual Footwear,Croc,Find men's camo Crocs,Transactional,TRUE,Product Page,Conversion,1371,562.11,77,,,,,,,85,
best house shoes for men,3400,11,0.5,Apparel,Footwear,Slipper,Slipper,Find best house shoes for men,Commercial,FALSE,Blog Post,Consideration,1088,544,54,,,62,,20,,,2
footwear near me,3300,74,0.17,Apparel,Footwear,General Footwear,Footwear,Find footwear stores,Navigational,FALSE,Homepage,Retention,1056,179.52,31,28,21,23,,,,69,
good feet store reviews,3300,0,0.8,Healthcare,Foot Care Service,Orthotics Store,Good Feet Store,Research Good Feet Store,Informational,TRUE,Blog Post,Awareness,1626,1300.8000000000002,59,,,,,62,,,
best shoes for neuropathy,3300,0,0.25,Healthcare,Medical Footwear,Neuropathy Shoe,Neuropathy Shoe,Find best shoes for neuropathy,Commercial,FALSE,Blog Post,Consideration,1056,264,48,,74,12,,1,,,
mens slippers near me,3300,4,0.25,Apparel,Footwear,Slipper,Slipper,Find stores selling men's slippers,Navigational,FALSE,Homepage,Retention,1056,264,59,,,,,51,,98,23
recovery sandals,3200,4,0.58,Healthcare,Medical Footwear,Recovery Sandal,Recovery Sandal,Find recovery sandals,Commercial,FALSE,Blog Post,Consideration,1024,593.92,2,,,,,,,,4
chef shoes,3200,2,0.76,Apparel,Footwear,Occupational Shoe,Chef Shoe,Find chef shoes,Transactional,FALSE,Product Page,Conversion,922,700.72,39,,99,42,,,,,
orthotic shoes,3200,72,0.72,Healthcare,Medical Footwear,Orthotic Shoe,Orthotic Shoe,Find orthotic shoes,Transactional,FALSE,Product Page,Conversion,922,663.84,31,,12,17,7,1,,,
orthopedic slippers,3200,4,0.74,Healthcare,Medical Footwear,Orthopedic Slipper,Orthopedic Slipper,Find orthopedic slippers,Transactional,FALSE,Product Page,Conversion,922,682.28,12,109,,,,8,,,62
women's workout shoes,3200,39,0.89,Apparel,Footwear,Workout Shoe,Workout Shoe,Find women's workout shoes,Transactional,FALSE,Product Page,Conversion,922,820.58,99,,22,21,,,,,94
slides sandals,3100,7,0.26,Apparel,Footwear,Sandal,Sandal,Find slides sandals,Transactional,FALSE,Product Page,Conversion,893,232.18,3,,56,,,,,60,34
mens mules,3100,1,0.42,Apparel,Footwear,Mule,Mule,Find men's mules,Transactional,FALSE,Product Page,Conversion,893,375.06,48,,,,,,,62,
most comfortable slippers,3100,5,0.53,Apparel,Footwear,Slipper,Slipper,Find comfortable slippers,Commercial,FALSE,Blog Post,Consideration,992,525.76,97,,,,,113,,,20
chancletas,3100,0,0.18,Apparel,Footwear,Sandal,Sandal,Find chancletas,Transactional,FALSE,Product Page,Conversion,893,160.73999999999998,48,,,,,,,37,102
foam shoes,3100,14,0.29,Apparel,Footwear,Casual Footwear,Foam Shoe,Find foam shoes,Transactional,FALSE,Product Page,Conversion,893,258.96999999999997,8,6,72,,,,,,
oc running shoes,3000,46,0.36,Apparel,Footwear,Running Shoe,Running Shoe,Find On Cloud running shoes,Transactional,TRUE,Product Page,Conversion,1210,435.59999999999997,53,,56,,,,,,
north face slippers mens,3000,0,0.49,Apparel,Footwear,Slipper,Slipper,Find North Face men's slippers,Transactional,TRUE,Product Page,Conversion,1210,592.9,81,,,,,,,,78
comfortable slippers,3000,9,0.57,Apparel,Footwear,Slipper,Slipper,Find comfortable slippers,Commercial,FALSE,Blog Post,Consideration,960,547.1999999999999,65,,,55,,70,,,2
men's clogs,3000,2,0.55,Apparel,Footwear,Clog,Clog,Find men's clogs,Transactional,FALSE,Product Page,Conversion,864,475.20000000000005,23,,,,80,,,,
oc shoes for women,3000,0,0.26,Apparel,Footwear,Running Shoe,Running Shoe,Find On Cloud women's shoes,Transactional,TRUE,Product Page,Conversion,1210,314.6,48,,54,,,91,,,81
the good feet store reviews,3000,1,0.66,Healthcare,Foot Care Service,Orthotics Store,Good Feet Store,Research The Good Feet Store,Informational,TRUE,Blog Post,Awareness,1478,975.48,48,,,,,70,,,
orthopedic slippers for women,3000,3,0.55,Healthcare,Medical Footwear,Orthopedic Slipper,Orthopedic Slipper,Find orthopedic slippers for women,Transactional,FALSE,Product Page,Conversion,864,475.20000000000005,22,,87,27,39,2,,,43
crocs sandals women,3000,10,0.32,Apparel,Footwear,Sandal,Sandal,Find Crocs sandals for women,Transactional,TRUE,Product Page,Conversion,1210,387.2,58,,77,,,,,,
kitchen shoes,3000,2,0.89,Apparel,Footwear,Occupational Shoe,Kitchen Shoe,Find kitchen shoes,Transactional,FALSE,Product Page,Conversion,864,768.96,41,,109,,,,,,
buy shoes,3000,95,0.37,Apparel,Footwear,General Footwear,Shoe,Buy shoes,Transactional,FALSE,Product Page,Conversion,864,319.68,68,,53,,,,,,
oofos promo code,3000,1,0.38,Apparel,Footwear,Recovery Footwear,Promo Code,Find discount,Transactional,TRUE,Product Page,Conversion,1210,459.8,5,,,,,,,,56
cute sandals,3000,18,0.3,Apparel,Footwear,Sandal,Sandal,Browse/Buy sandals,Commercial,FALSE,Blog Post,Consideration,960,288,30,,34,,51,,,,
crocs sandals men,2900,0,0.37,Apparel,Footwear,Sandal,Sandal,Find/Buy men's Crocs sandals,Transactional,TRUE,Product Page,Conversion,1169,432.53,53,74,66,,,,,87,75
orthopedic shoes for men,2900,2,0.55,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find/Buy men's orthopedic shoes,Commercial,FALSE,Blog Post,Consideration,928,510.40000000000003,32,,19,1,,1,,,
black sandals for women,2900,0,0.25,Apparel,Footwear,Sandal,Sandal,Find/Buy black women's sandals,Commercial,FALSE,Blog Post,Consideration,928,232,46,,65,,,,,75,
most comfortable shoes for standing all day,2900,0,0.55,Apparel,Footwear,Comfort Shoe,Comfort Shoe,Find best shoes for comfort,Informational,FALSE,Blog Post,Awareness,1021,561.5500000000001,91,,49,1,,25,,,
fit flop,2800,3,0.35,Apparel,Footwear,Brand,Brand,Search for FitFlop brand,Navigational,TRUE,Homepage,Retention,1254,438.9,59,,,,,,,85,78
fitflop shoes,2800,15,0.32,Apparel,Footwear,Shoe,Shoe,Find/Buy FitFlop shoes,Commercial,TRUE,Blog Post,Consideration,1254,401.28000000000003,60,,100,,,,,84,82
hoka recovery slides,2800,0,0.29,Apparel,Footwear,Recovery Slide,Recovery Slide,Find/Buy Hoka recovery slides,Transactional,TRUE,Product Page,Conversion,1129,327.40999999999997,51,,1,,,,,,
best slippers for plantar fasciitis,2800,0,0.5,Apparel,Footwear,Slipper,Slipper,Find best slippers for foot condition,Informational,FALSE,Blog Post,Awareness,986,493,36,,88,,1,1,,,
on clouds on sale,2800,9,0.31,Apparel,Footwear,Running Shoe,Running Shoe,Find On Cloud shoes on sale,Transactional,TRUE,Product Page,Conversion,1129,349.99,50,,53,,,,,,
cute slippers for women,2800,5,0.38,Apparel,Footwear,Slipper,Slipper,Browse/Buy cute women's slippers,Commercial,FALSE,Blog Post,Consideration,896,340.48,98,,,,,85,,,
crocs without holes,2700,0,0.29,Apparel,Footwear,Clog,Clog,Find Crocs without holes,Commercial,TRUE,Blog Post,Consideration,1210,350.9,95,67,,,,,,,
oofos discount code,2700,1,0.07,Apparel,Footwear,Recovery Footwear,Promo Code,Find discount,Transactional,TRUE,Product Page,Conversion,1089,76.23,2,,,,,,,,54
women slip on shoes,2700,1,0.32,Apparel,Footwear,Slip-on Shoe,Slip-on Shoe,Find/Buy women's slip-on shoes,Commercial,FALSE,Blog Post,Consideration,864,276.48,65,,,57,,,,,
clogs men,2700,2,0.55,Apparel,Footwear,Clog,Clog,Find/Buy men's clogs,Commercial,FALSE,Blog Post,Consideration,864,475.20000000000005,40,,,,43,,,,
women clogs,2700,7,0.32,Apparel,Footwear,Clog,Clog,Find/Buy women's clogs,Commercial,FALSE,Blog Post,Consideration,864,276.48,48,,,,65,,,21,
happy returns near me,2700,8,0.07,Service,Retail Service,Returns Service,Returns Service,Find a return location,Navigational,TRUE,Homepage,Retention,1210,84.7,55,,,,,69,,,
men's sandals,2700,9,0.48,Apparel,Footwear,Sandal,Sandal,Find/Buy men's sandals,Commercial,FALSE,Blog Post,Consideration,864,414.71999999999997,28,,59,81,,,,11,4
good feet store prices,2700,0,0.41,Health,Foot Care,Orthotics/store,Orthotic Store,Find prices for Good Feet Store products/services,Commercial,TRUE,Blog Post,Consideration,1210,496.09999999999997,52,,,,,57,,,
good foot store,2600,0,0.88,Health,Foot Care,Orthotics/store,Orthotic Store,Find Good Feet Store,Navigational,TRUE,Homepage,Retention,1165,1025.2,34,,,,,27,,,
anti slip shoes,2600,4,0.35,Apparel,Footwear,Work Shoe,Work Shoe,Find/Buy anti-slip shoes,Commercial,FALSE,Blog Post,Consideration,832,291.2,77,42,,19,,66,,,
barefoot shoes near me,2600,14,0.7,Apparel,Footwear,Barefoot Shoe,Barefoot Shoe,Find barefoot shoes locally,Navigational,FALSE,Homepage,Retention,832,582.4,70,,,,,,,,86
oc shoes mens,2600,0,0.3,Apparel,Footwear,Running Shoe,Running Shoe,Find/Buy men's On Cloud shoes,Transactional,TRUE,Product Page,Conversion,1048,314.4,57,,89,,,,,,60
oc shoes womens,2600,0,0.23,Apparel,Footwear,Running Shoe,Running Shoe,Find/Buy women's On Cloud shoes,Transactional,TRUE,Product Page,Conversion,1048,241.04000000000002,47,,38,,,,,,
shoe brand,2600,41,0.52,Apparel,Footwear,General Footwear,Brand,Research shoe brands,Informational,FALSE,Blog Post,Awareness,915,475.8,30,,64,,,,,,58
slippers for plantar fasciitis,2600,0,0.51,Apparel,Footwear,Slipper,Slipper,Find slippers for foot condition,Commercial,FALSE,Blog Post,Consideration,832,424.32,14,,,,7,8,,,
crocs flip flops,2600,0,0.4,Apparel,Footwear,Flip Flop,Flip Flop,Find/Buy Crocs flip flops,Transactional,TRUE,Product Page,Conversion,1048,419.20000000000005,43,,,,,,,63,
open toe slippers,2600,0,0.42,Apparel,Footwear,Slipper,Slipper,Find/Buy open toe slippers,Commercial,FALSE,Blog Post,Consideration,832,349.44,75,,,,,,,,79
online shoes,2600,88,0.52,Apparel,Footwear,General Footwear,Shoe,Buy shoes online,Transactional,FALSE,Product Page,Conversion,749,389.48,37,,65,,,,,48,
gold sandals for women,2600,0,0.27,Apparel,Footwear,Sandal,Sandal,Find/Buy gold women's sandals,Commercial,FALSE,Blog Post,Consideration,832,224.64000000000001,58,,,,,,,,52
best orthopedic shoes,2600,9,0.59,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find best orthopedic shoes,Informational,FALSE,Blog Post,Awareness,915,539.85,91,,8,2,,17,,,
women's house shoes,2600,5,0.36,Apparel,Footwear,House Shoe,House Shoe,Find/Buy women's house shoes,Commercial,FALSE,Blog Post,Consideration,832,299.52,61,,,35,,12,,,3
warm slippers,2600,2,0.49,Apparel,Footwear,Slipper,Slipper,Find/Buy warm slippers,Commercial,FALSE,Blog Post,Consideration,832,407.68,21,,,,,,,,42
oofos clogs,2500,1,0.24,Apparel,Footwear,Clog,Clog,Find/Buy Oofos clogs,Transactional,TRUE,Product Page,Conversion,1008,241.92,1,,,,,,,,83
best nurse shoes,2500,3,0.49,Apparel,Footwear,Work Shoe,Work Shoe,Find best shoes for nurses,Informational,FALSE,Blog Post,Awareness,880,431.2,53,,2,42,,46,,,
women's gym shoes,2500,31,0.62,Apparel,Footwear,Gym Shoe,Gym Shoe,Find/Buy women's gym shoes,Commercial,FALSE,Blog Post,Consideration,800,496,75,,16,,,,,,96
men's house slippers,2500,13,0.51,Apparel,Footwear,Slipper,Slipper,Find/Buy men's house slippers,Commercial,FALSE,Blog Post,Consideration,800,408,59,,84,45,,54,,51,2
most comfortable shoes for men,2500,10,0.6,Apparel,Footwear,Comfort Shoe,Comfort Shoe,Find most comfortable shoes for men,Informational,FALSE,Blog Post,Awareness,880,528,89,,23,29,,21,,,
arch support slippers,2500,4,0.53,Apparel,Footwear,Slipper,Slipper,Find/Buy arch support slippers,Commercial,FALSE,Blog Post,Consideration,800,424,20,,,,15,6,,,4
shoes for neuropathy,2500,1,0.42,Apparel,Footwear,Therapeutic Shoe,Therapeutic Shoe,Find/Buy shoes for neuropathy,Commercial,FALSE,Blog Post,Consideration,800,336,24,,,13,,1,,,
comfy slippers,2500,1,0.63,Apparel,Footwear,Slipper,Slipper,Find/Buy comfortable slippers,Commercial,FALSE,Blog Post,Consideration,800,504,78,,,,,19,,,60
women's slippers with arch support,2500,1,0.34,Apparel,Footwear,Slipper,Slipper,Find/Buy women's slippers with arch support,Commercial,FALSE,Blog Post,Consideration,800,272,38,,,20,29,60,,101,5
croc sandals women,2400,2,0.32,Apparel,Footwear,Sandal,Sandal,Find/Buy women's Crocs sandals,Transactional,TRUE,Product Page,Conversion,968,309.76,62,,77,,,,,,
good shoes for standing all day,2400,4,0.52,Apparel,Footwear,Comfort Shoe,Comfort Shoe,Find good shoes for standing,Informational,FALSE,Blog Post,Awareness,845,439.40000000000003,49,34,63,35,,44,,,
plantar fasciitis slippers,2400,0,0.51,Apparel,Footwear,Slipper,Slipper,Find slippers for plantar fasciitis,Commercial,FALSE,Blog Post,Consideration,768,391.68,19,,,13,15,1,,,55
clogs near me,2400,13,0.34,Apparel,Footwear,Clog,Clog,Find local stores selling clogs,Navigational,FALSE,Homepage,Retention,768,261.12,51,,,,,,,76,65
womens work shoes,2400,3,0.38,Apparel,Footwear,Work Shoe,Work Shoe,Find/Buy women's work shoes,Commercial,FALSE,Blog Post,Consideration,768,291.84000000000003,98,,70,,,,,,
slides men,2400,1,0.43,Apparel,Footwear,Slide,Slide,Find/Buy men's slides,Commercial,FALSE,Blog Post,Consideration,768,330.24,12,,68,,,,,8,28
flip flops near me,2400,53,0.23,Apparel,Footwear,Flip Flop,Flip Flop,Find local stores selling flip flops,Navigational,FALSE,Homepage,Retention,768,176.64000000000001,21,,42,,,,,19,15
fitflop sandals,2400,1,0.25,Apparel,Footwear,Sandal,Sandal,Find FitFlop sandals,Transactional,TRUE,Product Page,Conversion,968,242,63,,,,,,,,69
qc shoes womens,2400,0,0.24,Apparel,Footwear,Shoe,Shoe,Find QC women's shoes,Transactional,TRUE,Product Page,Conversion,968,232.32,91,,72,,,,,,
shoe brands with wide toe box,2400,7,0.34,Apparel,Footwear,Shoe,Shoe,Find shoe brands with wide toe box,Informational,FALSE,Blog Post,Awareness,845,287.3,85,,,40,,87,,,
women's clogs,2400,3,0.32,Apparel,Footwear,Clog,Clog,Find women's clogs,Transactional,FALSE,Product Page,Conversion,691,221.12,52,,,,72,,,57,
men clogs,2300,2,0.54,Apparel,Footwear,Clog,Clog,Find men's clogs,Transactional,FALSE,Product Page,Conversion,662,357.48,31,,,,57,,,,
vionic loafers,2300,0,0.23,Apparel,Footwear,Loafer,Loafer,Find Vionic loafers,Transactional,TRUE,Product Page,Conversion,927,213.21,83,,,,98,97,,,
blue sandals,2300,0,0.25,Apparel,Footwear,Sandal,Sandal,Find blue sandals,Transactional,FALSE,Product Page,Conversion,662,165.5,49,,,,65,,,7,37
flip flops men,2300,7,0.57,Apparel,Footwear,Flip Flop,Flip Flop,Find men's flip flops,Transactional,FALSE,Product Page,Conversion,662,377.34,57,,86,,,,,3,6
cloud tech shoes,2300,2,0.29,Apparel,Footwear,Shoe,Shoe,Find cloud tech shoes,Transactional,FALSE,Product Page,Conversion,662,191.98,74,,96,,77,,,,
white nursing shoes,2300,0,0.47,Apparel,Footwear,Nursing Shoe,Nursing Shoe,Find white nursing shoes,Transactional,FALSE,Product Page,Conversion,662,311.14,38,,8,,,,,,
orthopedic shoes near me,2300,63,0.7,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find orthopedic shoe stores nearby,Navigational,FALSE,Homepage,Retention,736,515.1999999999999,20,,28,,,2,,,
rocker bottom shoes,2200,0,0.4,Apparel,Footwear,Specialty Shoe,Specialty Shoe,Find rocker bottom shoes,Transactional,FALSE,Product Page,Conversion,634,253.60000000000002,43,,3,44,,48,,,
best shoe inserts,2200,14,0.48,Apparel,Footwear Accessorie,Shoe Insert,Shoe Insert,Research best shoe inserts,Commercial,FALSE,Blog Post,Consideration,704,337.91999999999996,77,,,,31,,,,
ortho shoes,2200,55,0.58,Apparel,Footwear,Orthopedic Shoe,Orthopedic Shoe,Find orthopedic shoes,Transactional,FALSE,Product Page,Conversion,634,367.71999999999997,45,,18,14,16,1,,,
nurse clogs,2200,2,0.5,Apparel,Footwear,Clog,Clog,Find nurse clogs,Transactional,FALSE,Product Page,Conversion,634,317,46,,36,,,,,,
ankle support shoes,2200,0,0.45,Apparel,Footwear,Specialty Shoe,Specialty Shoe,Find ankle support shoes,Transactional,FALSE,Product Page,Conversion,634,285.3,73,,,8,,10,,,
most comfortable slides,2200,4,0.35,Apparel,Footwear,Slide,Slide,Research most comfortable slides,Commercial,FALSE,Blog Post,Consideration,704,246.39999999999998,19,102,47,,,,,,1
nike recovery shoes,2200,8,0.44,Apparel,Footwear,Recovery Shoe,Recovery Shoe,Find Nike recovery shoes,Transactional,TRUE,Product Page,Conversion,887,390.28000000000003,41,35,,,,,,,
the good feet store locations,2200,0,0.15,Apparel,Footwear Retailer,Store Location,Store,Find The Good Feet Store locations,Navigational,TRUE,Homepage,Retention,986,147.9,24,,29,,,22,,,
black slides women,2200,4,0.42,Apparel,Footwear,Slide,Slide,Find black slides for women,Transactional,FALSE,Product Page,Conversion,634,266.28,11,,43,,,,,73,33
best house shoes,2200,5,0.77,Apparel,Footwear,House Shoe,House Shoe,Research best house shoes,Commercial,FALSE,Blog Post,Consideration,704,542.08,16,,,39,,1,,,14
best nursing shoes for women,2100,4,0.32,Apparel,Footwear,Nursing Shoe,Nursing Shoe,Research best nursing shoes for women,Commercial,FALSE,Blog Post,Consideration,672,215.04,62,,2,56,,42,,,
google slides sandals,2100,0,0.4,Apparel,Footwear,Slide,Slide,Find slides sandals,Transactional,FALSE,Product Page,Conversion,605,242,20,,,,,,,,27
